cycle,first(SEIR_maths).S,first(SEIR_maths).ES,first(SEIR_maths).IS,first(SEIR_maths).RS,first(SEIR_maths).ER,first(SEIR_maths).IR,first(SEIR_maths).RR
0,100.0,0.0,2.0,0.0,0.0,1.0,0.0
1,94.6431430653411,2.7638309986432614,0.6776200553814699,1.6997011360122525,2.2905798342334758,0.5865247912375996,0.9408541432344545
2,92.43937005398917,2.51107252775876,0.39679592235531214,3.3899611413056725,2.639181874044226,0.5164000004175894,2.417856208974002
3,90.86969504519395,2.065821487184575,0.3316890504622201,4.6198320446488506,2.7191277326881234,0.5323014536226911,3.8794082540890082
4,89.37495157619396,1.788237887381823,0.31918223649699073,5.504794390472172,2.8449643574585783,0.5803703438087638,5.281903233505524
5,87.78424213050708,1.6577651162256934,0.32355361370260105,6.179002518425542,3.065516433716151,0.6487072376257064,6.668490522655263
6,86.0208879992869,1.619895538347523,0.33507013544569464,6.72928272250098,3.3806929079964343,0.7344603701962371,8.087176091916822
7,84.04074260869213,1.6348639388000692,0.35004347345200404,7.203918993912354,3.783813411039617,0.8369333899897902,9.576720446935362
8,81.81709541637179,1.677559144041384,0.3665598349198823,7.62667354990294,4.268906417140026,0.9560211039348925,11.165625592843275
9,79.33624383540406,1.7322978319741535,0.3833818685110449,8.006552550486294,4.83108757783704,1.0917497446775921,12.873004268814046
10,76.59611273994823,1.7889332199771693,0.3995802598117179,8.343837395943174,5.465700464995542,1.2440512797197703,14.709255569846993
11,73.60591918042675,1.8405318613596584,0.41438165467529825,8.633812802600865,6.167361954990449,1.412593162502446,16.67635949209212
12,70.3860938263962,1.8821055582813282,0.4271052503566435,8.86920803539898,6.9291494562949945,1.5966314788244602,18.76797525204033
13,66.96799367595268,1.9099804154627615,0.4371457130426842,9.041945470768622,7.742002046399536,1.7948891192189027,20.96958643864858
14,63.39308449880498,1.921531372776581,0.4439826960378401,9.144503922607203,8.594385514340214,2.005469947494063,23.258919782905622
15,59.711396667255464,1.915108405082228,0.447204564309161,9.17102275036847,9.472265396996278,2.22582242022946,25.606812891371934
16,55.97920200809342,1.8900393109197817,0.4465366963529292,9.118163484981645,10.359414029234745,2.452764577975225,27.978623597538324
17,52.256019181175034,1.8466317459457606,0.4418661664231149,8.985690175302198,11.23804300343097,2.6825770288193014,30.336165772766954
18,48.60120656418789,1.7861261701903695,0.4332561004267567,8.776718012032102,12.089706349577511,2.911161989202307,32.64004022638581
19,45.07051063648957,1.7105774401282334,0.42094516895821477,8.49760306302909,12.896373154093297,3.134256114246242,34.85213019152624
20,41.712974321915,1.6226665565382086,0.4053305737693714,8.157491579022702,13.64153461112164,3.3476750970733784,36.93797528015315
21,38.56856090587923,1.5254631915025667,0.38693606921658763,7.767598853897831,14.311200795719298,3.5475614590884414,38.86874285445561
22,35.666726720479566,1.4221710200734896,0.3663693434694432,7.3403281979036015,14.894661268381594,3.7306055760378416,40.62258155608495
23,33.02601308887803,1.3158899842995122,0.3442748039789583,6.888358012845117,15.384926769894927,3.8942143768887796,42.1852500675729
