cycle,first(SEIR_maths).S,first(SEIR_maths).S,first(SEIR_maths).ES,first(SEIR_maths).ES,first(SEIR_maths).IS,first(SEIR_maths).IS,first(SEIR_maths).RS,first(SEIR_maths).RS,first(SEIR_maths).ER,first(SEIR_maths).ER,first(SEIR_maths).IR,first(SEIR_maths).IR,first(SEIR_maths).RR,first(SEIR_maths).RR
149,151.3966311,302.7932621,0.001181145,0.023622903,0.001464087,0.029281731,0.056830209,1.136604179,0.001633744,0.032674872,0.001545612,0.030912232,0.316375168,6.327503354
150,151.4570824,302.9141647,0.001156531,0.023130627,0.001433207,0.028664141,0.055631612,1.112632247,0.001603866,0.032077312,0.001521212,0.030424236,0.311678953,6.233579065
151,151.5163885,303.032777,0.00113243,0.022648608,0.001402986,0.028059716,0.054458565,1.089171291,0.001574538,0.031490756,0.001497182,0.029943646,0.30704695,6.140939006
152,151.5745711,303.1491423,0.001108832,0.022176631,0.001373408,0.02746817,0.05331051,1.066210207,0.00154575,0.030914999,0.001473518,0.029470357,0.302478419,6.049568374
153,151.6316517,303.2633034,0.001085724,0.021714488,0.001344461,0.026889222,0.052186907,1.043738137,0.001517492,0.03034984,0.001450213,0.029004264,0.297972623,5.959452464
154,151.687651,303.375302,0.001063099,0.021261974,0.00131613,0.026322601,0.051087223,1.021744469,0.001489754,0.029795082,0.001427263,0.028545266,0.293528833,5.870576664
155,151.7425896,303.4851791,0.001040944,0.020818888,0.001288402,0.025768037,0.050010941,1.00021883,0.001462526,0.02925053,0.001404663,0.028093258,0.289146323,5.782926464
156,151.7964875,303.5929751,0.001019252,0.020385035,0.001261264,0.025225271,0.048957554,0.979151077,0.0014358,0.028715994,0.001382407,0.027648143,0.284824373,5.696487451
157,151.8493647,303.6987293,0.000998011,0.019960221,0.001234702,0.024694046,0.047926565,0.958531296,0.001409564,0.028191288,0.001360491,0.02720982,0.280562266,5.611245314
158,151.9012403,303.8024806,0.000977213,0.019544259,0.001208706,0.024174112,0.04691749,0.938349793,0.001383811,0.02767623,0.00133891,0.026778191,0.276359292,5.527185847
159,151.9521334,303.9042668,0.000956848,0.019136964,0.001183261,0.023665227,0.045929855,0.918597092,0.001358532,0.027170639,0.001317658,0.02635316,0.272214747,5.444294946
160,152.0020627,304.0041253,0.000936908,0.018738155,0.001158357,0.02316715,0.044963196,0.899263928,0.001333717,0.026674339,0.001296732,0.025934632,0.268127931,5.362558614
161,152.0510463,304.1020927,0.000917383,0.018347657,0.001133982,0.022679648,0.044017062,0.880341241,0.001309358,0.026187159,0.001276126,0.025522513,0.264098148,5.281962961
162,152.0991024,304.1982047,0.000898265,0.017965296,0.001110125,0.022202494,0.043091009,0.861820173,0.001285446,0.025708928,0.001255836,0.02511671,0.26012471,5.202494205
163,152.1462483,304.2924966,0.000879545,0.017590902,0.001086773,0.021735463,0.042184603,0.843692063,0.001261974,0.025239481,0.001235857,0.024717132,0.256206934,5.124138673
164,152.1925015,304.3850029,0.000861215,0.017224309,0.001063917,0.021278339,0.041297422,0.825948444,0.001238933,0.024778655,0.001216184,0.024323687,0.25234414,5.046882801
165,152.2378787,304.4757575,0.000843268,0.016865355,0.001041545,0.020830907,0.040429052,0.808581034,0.001216314,0.024326289,0.001196814,0.023936288,0.248535657,4.970713137
166,152.2823968,304.5647935,0.000825694,0.016513882,0.001019648,0.020392959,0.039579087,0.791581735,0.001194111,0.023882227,0.001177742,0.023554845,0.244780817,4.895616342
167,152.3260718,304.6521436,0.000808487,0.016169732,0.000998215,0.01996429,0.038747131,0.774942629,0.001172316,0.023446314,0.001158964,0.023179273,0.241078959,4.821579188
168,152.3689199,304.7378397,0.000791638,0.015832753,0.000977235,0.019544702,0.037932799,0.758655973,0.00115092,0.023018401,0.001140474,0.022809485,0.237429428,4.748588559
169,152.4109566,304.8219132,0.00077514,0.015502797,0.0009567,0.019134,0.03713571,0.742714193,0.001129917,0.022598338,0.00112227,0.022445398,0.233831573,4.676631454
170,152.4521974,304.9043949,0.000758986,0.015179717,0.0009366,0.018731991,0.036355494,0.727109883,0.001109299,0.022185981,0.001104346,0.022086927,0.230284749,4.605694987
171,152.4926574,304.9853149,0.000743168,0.014863369,0.000916925,0.018338491,0.03559179,0.711835802,0.001089059,0.021781187,0.0010867,0.02173399,0.226788319,4.535766384
172,152.5323514,305.0647028,0.000727681,0.014553613,0.000897666,0.017953315,0.034844243,0.696884867,0.001069191,0.021383815,0.001069325,0.021386507,0.223341649,4.466832989
173,152.5712938,305.1425877,0.000712516,0.014250313,0.000878814,0.017576287,0.034112507,0.682250148,0.001049686,0.02099373,0.00105222,0.021044397,0.219944113,4.398882259
174,152.609499,305.2189981,0.000697667,0.013953332,0.000860362,0.017207231,0.033396244,0.667924871,0.00103054,0.020610795,0.001035379,0.020707582,0.216595088,4.331901768
175,152.6469809,305.2939619,0.000683127,0.013662541,0.000842299,0.016845976,0.03269512,0.65390241,0.001011744,0.020234878,0.001018799,0.020375982,0.21329396,4.265879206
176,152.6837533,305.3675065,0.00066889,0.013377809,0.000824618,0.016492356,0.032008814,0.640176282,0.000993293,0.019865851,0.001002476,0.020049522,0.210040119,4.200802376
177,152.7198295,305.4396589,0.000654951,0.013099011,0.00080731,0.016146207,0.031337007,0.626740147,0.000975179,0.019503586,0.000986406,0.019728126,0.20683296,4.136659201
178,152.7552228,305.5104455,0.000641301,0.012826023,0.000790368,0.015807369,0.03067939,0.613587806,0.000957398,0.019147958,0.000970586,0.019411719,0.203671886,4.073437717
179,152.7899461,305.5798921,0.000627936,0.012558724,0.000773784,0.015475686,0.03003566,0.600713192,0.000939942,0.018798844,0.000955011,0.019100227,0.200556304,4.011126079
180,152.8240121,305.6480241,0.00061485,0.012296996,0.00075755,0.015151006,0.029405519,0.588110372,0.000922806,0.018456124,0.000939679,0.018793577,0.197485628,3.949712555
181,152.8574332,305.7148665,0.000602036,0.012040721,0.000741659,0.014833179,0.028788677,0.575773544,0.000905984,0.018119681,0.000924585,0.018491698,0.194459277,3.889185531
182,152.8902218,305.7804437,0.000589489,0.011789787,0.000726103,0.014522058,0.028184851,0.563697029,0.00088947,0.017789397,0.000909726,0.018194519,0.191476675,3.82953351
183,152.9223898,305.8447796,0.000577204,0.011544083,0.000710875,0.0142175,0.027593764,0.551875275,0.000873258,0.017465161,0.000895098,0.017901969,0.188537255,3.770745106
184,152.9539489,305.9078978,0.000565175,0.011303499,0.000695968,0.013919366,0.027015142,0.540302849,0.000857343,0.017146861,0.000880699,0.017613981,0.185640453,3.712809055
185,152.9849107,305.9698214,0.000553396,0.011067929,0.000681376,0.013627518,0.026448722,0.528974437,0.000841719,0.016834386,0.000866524,0.017330487,0.18278571,3.655714202
186,153.0152865,306.030573,0.000541863,0.010837268,0.000667091,0.013341823,0.025894242,0.51788484,0.000826381,0.01652763,0.000852571,0.017051418,0.179972476,3.599449512
187,153.0450874,306.0901748,0.000530571,0.010611414,0.000653107,0.01306215,0.025351449,0.507028972,0.000811324,0.016226487,0.000838835,0.01677671,0.177200203,3.544004062
188,153.0743243,306.1486487,0.000519513,0.010390267,0.000639418,0.01278837,0.024820093,0.496401858,0.000796543,0.015930854,0.000825315,0.016506297,0.174468352,3.489367045
189,153.1030079,306.2060159,0.000508686,0.010173729,0.000626018,0.012520358,0.024299931,0.485998629,0.000782031,0.01564063,0.000812006,0.016240115,0.171776388,3.435527766
190,153.1311487,306.2622975,0.000498085,0.009961703,0.0006129,0.012257991,0.023790726,0.475814524,0.000767786,0.015355714,0.000798905,0.0159781,0.169123782,3.382475645
191,153.158757,306.3175139,0.000487705,0.009754096,0.000600057,0.012001149,0.023292244,0.465844884,0.0007538,0.01507601,0.00078601,0.015720191,0.166510011,3.330200215
192,153.1858428,306.3716855,0.000477541,0.009550815,0.000587486,0.011749715,0.022804257,0.45608515,0.000740071,0.014801421,0.000773316,0.015466325,0.163934556,3.278691122
193,153.212416,306.424832,0.000467589,0.009351771,0.000575179,0.011503574,0.022326543,0.446530862,0.000726593,0.014531853,0.000760822,0.015216443,0.161396906,3.227938124
194,153.2384864,306.4769728,0.000457844,0.009156875,0.000563131,0.011262614,0.021858883,0.437177656,0.000713361,0.014267214,0.000748524,0.014970483,0.158896555,3.177931092
195,153.2640635,306.528127,0.000448302,0.008966041,0.000551336,0.011026724,0.021401063,0.428021265,0.000700371,0.014007413,0.000736419,0.014728387,0.156433,3.128660005
196,153.2891567,306.5783133,0.000438959,0.008779184,0.00053979,0.010795797,0.020952875,0.41905751,0.000687618,0.013752361,0.000724505,0.014490097,0.154005748,3.080114957
197,153.313775,306.62755,0.000429811,0.008596221,0.000528486,0.010569727,0.020514115,0.410282305,0.000675099,0.013501971,0.000712778,0.014255556,0.151614307,3.03228615
198,153.3379275,306.675855,0.000420854,0.008417071,0.000517421,0.010348412,0.020084582,0.40169165,0.000662808,0.013256158,0.000701235,0.014024706,0.149258195,2.985163894
199,153.3616231,306.7232462,0.000412083,0.008241655,0.000506588,0.01013175,0.019664082,0.393281632,0.000650742,0.013014836,0.000689875,0.013797493,0.146936931,2.938738611
200,153.3848703,306.7697406,0.000403495,0.008069894,0.000495982,0.009919644,0.019252421,0.385048424,0.000638896,0.012777925,0.000678693,0.013573861,0.144650041,2.89300083
