cycle,first(SEIR_maths).S,first(SEIR_maths).ES,first(SEIR_maths).IS,first(SEIR_maths).RS,first(SEIR_maths).ER,first(SEIR_maths).IR,first(SEIR_maths).RR
0,100.0,0.0,2.0,0.0,0.0,1.0,0.0
1,94.77839230023392,2.22487399023988,0.6667155853112439,2.161041378608565,1.9744440126101461,0.6089763364098777,1.4298149308157548
2,92.30788515803034,1.8032202892003162,0.42881870285351803,4.025532260093599,2.244427640089928,0.6130868902388087,3.285393394293926
3,90.24178520503621,1.4262697295806162,0.3642530768606381,5.260863983919642,2.4187156653894166,0.682620829849801,5.155743280765687
4,88.14331072524801,1.2348766323230238,0.34525516265189815,6.107689272380803,2.678729838659851,0.7825465131937471,7.06847943488637
5,85.84927680499788,1.159612815661143,0.34499101834685225,6.736514665962074,3.0435369566689356,0.9109225532124867,9.090155435722677
6,83.26632516247388,1.1462787806703056,0.35366909920958145,7.236894172371423,3.5153193724956777,1.0693660499862165,11.279849704778142
7,80.33603729302723,1.1629476470484834,0.36629563571029417,7.6496725763771565,4.095289181151852,1.2597747345400492,13.683929704727335
8,77.02626867215184,1.1910332210115677,0.3798890218088476,7.9885533446970385,4.784386339850016,1.483823736089943,16.334614750431616
9,73.32926952093291,1.2192162771914004,0.39245184063144917,8.252468739198944,5.582071962462434,1.7426400863458102,19.248163522290007
10,69.26221315975516,1.2401864011893642,0.4025072988078673,8.432920948938785,6.484869245146912,2.0364213797318165,22.422689278957183
11,64.86802373270193,1.2490477242915468,0.4089005314651101,8.518807114632015,7.4850014311080075,2.3640300560222345,25.836267561116113
12,60.21496100504414,1.2426318449348446,0.4107417208979674,8.499976904416298,8.569373417086481,2.7226331634526284,29.446186202852143
13,55.39381910249844,1.2192668518490104,0.4074230366010989,8.370004107589326,9.71915004687526,3.107470523770876,33.19016306671982
14,50.51216069574232,1.178720958904469,0.39866343646567054,8.128208153709494,10.910141683112041,3.5118326911564686,36.99007632768451
15,45.68578593130688,1.1221404947508309,0.38454632817829215,7.7807533758425205,12.114082815529441,3.9273061297737293,40.75820735872929
16,41.028482122109644,1.051880127446838,0.36552452367225213,7.340650505733561,13.300696155947861,4.3442942823311474,44.40530246770901
17,36.64174152453733,0.9711957027451718,0.3423790259016872,6.8266443720177765,14.440228773795635,4.752758941778786,47.84915007561531
18,32.60630138361026,0.8838333358839223,0.3161327719921441,6.261211290220272,15.506006511653842,5.143066641077404,51.02210266099239
19,28.97695052366565,0.7935890859781132,0.287934038541335,5.668097564452233,16.47653998324558,5.506792524677627,53.87619075310282
20,25.781206698543077,0.7039218902052492,0.2589324083027193,5.069912567690256,17.336839445316357,5.837343377989262,56.38511108287047
21,23.02152850302129,0.6176809286916516,0.2301704902394596,4.486215052157383,18.078806836066263,6.1303092381130675,58.54316922101676
22,20.68002366027943,0.5369712146844756,0.20250783469720632,3.9323424802094076,18.700789668127676,6.38352070161648,60.36191715153243
23,18.724337117067886,0.4631452280150314,0.17658326154943865,3.4190149374685914,19.206532739565784,6.5968523147085625,61.86555135065109
24,17.11352782382804,0.3968856906598247,0.1528122929105337,2.9525752629523887,19.603819622809027,6.771852835453877,63.086104684766795
25,15.803112823463422,0.33833801975915334,0.13141034379142394,2.5356431549034135,19.903068510016855,6.91129464419104,64.05919113982904
26,14.748883300093686,0.2872565927551779,0.1124304385134298,2.1679580798312394,20.11607161293607,7.0187224476709575,64.82070678573908
27,13.909445821319906,0.24314027071267344,0.09580552068817896,1.847233903081535,20.254980773822496,7.098056611950717,65.40458003057195
28,13.24765895649166,0.20534426353090984,0.0813883230081433,1.5699139456792408,20.331569118849206,7.153279592780491,65.84145930267782
29,12.731228212312972,0.17316443921685046,0.06898487997988167,1.3317750444893661,20.356749706553543,7.1882119316310025,66.15812971084095
30,12.332727705757456,0.1458958011936499,0.0583802888671637,1.1283722870877542,20.340306668240792,7.206369842550044,66.37743406458986
31,12.02927565636095,0.1228695680810903,0.04935698047435805,0.9553411909003449,20.290786535794044,7.210889167194471,66.5185031222998
32,11.802033470029556,0.1034740140006852,0.0417066265932949,0.808584935455101,20.21550050735871,7.2044985816956935,66.59714694842411
33,11.635643218840912,0.08716383860149395,0.03523710379002475,0.6843758639206121,20.12059669719242,7.189526291033753,66.62630630600349
34,11.517673849745021,0.07346196988884864,0.02977588332579991,0.5793971865291851,20.01117117557896,7.167927313442747,66.61650181679146
35,11.438114243017495,0.06195674374845647,0.02517100350399673,0.4907456509126739,19.891395709096027,7.141321680998676,66.57624698384512
36,11.38892986870155,0.0522965444502609,0.0212905194329884,0.4159106434644332,19.764647628612988,7.111036822172589,66.51241003860288
37,11.36368674141876,0.04418330149570295,0.01802107904825716,0.3527405868586674,19.633632971033148,7.078149777687057,66.4305210664241
38,11.357239146086,0.03736572509236875,0.01526607015652913,0.2994038734763253,19.500498120091773,7.043526686236517,66.33502718727473
39,11.365474154319132,0.03163280098169235,0.01294362714266114,0.25434889787216264,19.366927916604737,7.0078582277801615,66.22950155047792
40,11.385104780212883,0.02680782226724758,0.01098467335822615,0.21626587299691183,19.23422994575915,6.971690536891354,66.1168128846758
41,11.413503725522663,0.02274307971326844,0.00933109778819554,0.18405185333840032,19.103405727032914,6.9354516071746595,65.99926222892903
42,11.448570397790872,0.01931523656580744,0.00793411367752785,0.15677957662956063,18.97521006195482,6.899473494880343,65.87869282522443
43,11.488624868217416,0.01642135935609021,0.00675281484100561,0.1336702384912161,18.85020000885643,6.864010769749009,65.75657830982782
